Page ID,Facebook Page,Ad Library,Page name,Disclaimer,Amount spent (EUR),Number of ads in Library,coalition,party,election,coder,Spend Money in Lombardia,Spend Money in Lazio
576664002355828,https://www.facebook.com/576664002355828,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=576664002355828&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,CIWF Italia,CIWF Italia Onlus,10374,186,,--,,,TRUE,TRUE
70212282110,https://www.facebook.com/70212282110,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=70212282110&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Altroconsumo,Altroconsumo,10052,77,,--,,,TRUE,TRUE
309840349048638,https://www.facebook.com/309840349048638,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=309840349048638&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,e.on,E.ON Energia,9932,34,,--,,,TRUE,TRUE
259937814087151,https://www.facebook.com/259937814087151,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=259937814087151&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Acea Energia,Acea Energia Spa,9864,7,,--,,,FALSE,TRUE
102550058686598,https://www.facebook.com/102550058686598,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=102550058686598&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Sotto Il Mantello C O V I D - Libro Inchiesta,Sotto il Mantello Covid,9582,69,,--,,,TRUE,TRUE
178362315106,https://www.facebook.com/178362315106,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=178362315106&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,European Parliament,European Parliament,9316,54,,--,,,TRUE,TRUE
579798038791266,https://www.facebook.com/579798038791266,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=579798038791266&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Frosta Italia,Frosta,9093,8,,--,,,TRUE,TRUE
1657214567845698,https://www.facebook.com/1657214567845698,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=1657214567845698&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,BPER Banca,BPER Banca,8993,22,,--,,,TRUE,TRUE
264302983606606,https://www.facebook.com/264302983606606,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=264302983606606&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Stefano Bonaccini,Stefano Bonaccini,8568,158,,--,,,TRUE,TRUE
48677844864,https://www.facebook.com/48677844864,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=48677844864&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Amref Health Africa - Italia,Amref Health Africa,7462,33,,--,,,TRUE,TRUE
268976423121377,https://www.facebook.com/268976423121377,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=268976423121377&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Essere Animali,Essere Animali,7185,36,,--,,,TRUE,TRUE
634243093317092,https://www.facebook.com/634243093317092,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=634243093317092&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Amoro srl,Amoro Srl,7136,32,,--,,,TRUE,TRUE
693492780985618,https://www.facebook.com/693492780985618,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=693492780985618&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,HSI/Italia,HSI/Italia,7062,38,,--,,,TRUE,TRUE
91261353336,https://www.facebook.com/91261353336,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=91261353336&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Terre des Hommes Italia,Terre des Hommes Italia,6424,231,,--,,,TRUE,TRUE
459381904121368,https://www.facebook.com/459381904121368,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=459381904121368&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Pietro Bussolati,Pietro Bussolati,6371,39,Centre-left coalition,Pd,Lombardy,Luca,TRUE,FALSE
1014207595271736,https://www.facebook.com/1014207595271736,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=1014207595271736&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Azione contro la Fame Italia,Azione contro la Fame Italia,6151,16,,--,,,TRUE,TRUE
150200761667597,https://www.facebook.com/150200761667597,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=150200761667597&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Oxfam Italia,Oxfam Italia,5655,15,,--,,,TRUE,TRUE
113071918732530,https://www.facebook.com/113071918732530,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=113071918732530&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Animal Equality Italia,Animal Equality Italia,5261,61,,--,,,TRUE,TRUE
106000462378083,https://www.facebook.com/106000462378083,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=106000462378083&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Francesco Rocca,Rocca Presidente,5226,11,Centre-right coalition,FdI,Lazio,Luca,FALSE,TRUE
54779960819,https://www.facebook.com/54779960819,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=54779960819&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,United Nations,United Nations with Facebook Ad Credits,4943,9,,--,,,TRUE,TRUE
353868374653514,https://www.facebook.com/353868374653514,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=353868374653514&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Dipartimento per le politiche giovanili e il servizio civile universale – Presidenza del Consiglio dei Ministri,Dipartimento per le politiche giovanili e il servizio civile universale – Presidenza del Consiglio dei Ministri,4905,15,,--,,,TRUE,TRUE
284515247529,https://www.facebook.com/284515247529,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=284515247529&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Corriere della Sera,Corriere della Sera,4810,13,,--,,,TRUE,TRUE
313559438694166,https://www.facebook.com/313559438694166,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=313559438694166&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,VIDAS - Assistenza ai Malati inguaribili,VIDAS - Assistenza ai Malati inguaribili,4809,76,,--,,,TRUE,TRUE
289752771388757,https://www.facebook.com/289752771388757,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=289752771388757&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Culligan Italiana,Culligan Italiana,4773,16,,--,,,TRUE,TRUE
295129913955200,https://www.facebook.com/295129913955200,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=295129913955200&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Aboca,Aboca,4515,121,,--,,,TRUE,TRUE
212519685575,https://www.facebook.com/212519685575,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=212519685575&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Fondazione AIRC per la Ricerca sul Cancro,Fondazione AIRC per la Ricerca sul cancro,4278,60,,--,,,TRUE,TRUE
251389298296527,https://www.facebook.com/251389298296527,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=251389298296527&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Randstad Italia,Randstad Italia Spa,4222,9,,--,,,TRUE,TRUE
355710427861591,https://www.facebook.com/355710427861591,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=355710427861591&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Fratelli d'Italia,Fratelli d'Italia,4117,6,Centre-right coalition,FdI,Main Party,Luca,TRUE,TRUE
174668952677211,https://www.facebook.com/174668952677211,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=174668952677211&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Emilio Del Bono,Emilio Del Bono,3852,19,Centre-left coalition,Pd,Lombardy,Luca,TRUE,FALSE
104914599153828,https://www.facebook.com/104914599153828,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=104914599153828&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Patto Civico per Majorino Presidente,Patto Civico per Majorino Presidente,3636,69,Centre-left coalition,Pd,Lombardy,Luca,TRUE,FALSE
253657775240887,https://www.facebook.com/253657775240887,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=253657775240887&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Pulsee,Axpo Italia,3574,7,,--,,,TRUE,TRUE
111890004059243,https://www.facebook.com/111890004059243,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=111890004059243&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Paolo Romano,Paolo Romano,3569,129,Centre-left coalition,Pd,Lombardy,Luca,TRUE,FALSE
107356064962347,https://www.facebook.com/107356064962347,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=107356064962347&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Hai Prenotato Vero?,casiraghi greco srl,3458,4,,--,,,TRUE,TRUE
110372232331805,https://www.facebook.com/110372232331805,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=110372232331805&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Mission Bambini,Mission Bambini,3432,37,,--,,,TRUE,TRUE
92505448987,https://www.facebook.com/92505448987,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=92505448987&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,CGIL Confederazione Generale Italiana del Lavoro,CGIL Confederazione Generale Italiana del Lavoro,3421,10,,--,,,TRUE,TRUE
32750207194,https://www.facebook.com/32750207194,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=32750207194&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Davide Caparini,Davide Caparini,3324,56,Centre-right coalition,Lega,Lombardy,Luca,TRUE,FALSE
103537362631611,https://www.facebook.com/103537362631611,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=103537362631611&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Claudio Marotta,Claudio Marotta,3237,99,Centre-left coalition,Verdi-Sinistra,Lazio,Luca,FALSE,TRUE
108895805815369,https://www.facebook.com/108895805815369,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=108895805815369&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,alfemminile.com,Alfemminile,3187,8,,--,,,TRUE,TRUE
421539548423434,https://www.facebook.com/421539548423434,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=421539548423434&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,SOS Rifugiati,UNHCR Italia - Agenzia ONU per i Rifugiati,3185,121,,--,,,TRUE,TRUE
347006748786906,https://www.facebook.com/347006748786906,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=347006748786906&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,AIEF,AIEF Associazione Italiana Educatori Finanziari,3160,9,,--,,,TRUE,TRUE
102572066048606,https://www.facebook.com/102572066048606,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=102572066048606&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Nicola Spadafora - Candidato lista Letizia Moratti Presidente,Comitato Elettorale Nicola Spadafora 2023,3132,28,"Centre coalition",Azione – Italia Viva,Lombardy,Luca,TRUE,FALSE
410043459011308,https://www.facebook.com/410043459011308,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=410043459011308&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Fondazione IEO Monzino,Fondazione IEO-MONZINO,2910,34,,--,,,TRUE,TRUE
410408122372430,https://www.facebook.com/410408122372430,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=410408122372430&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Mario Ciarla,Mario Ciarla,2832,96,Centre-left coalition,Pd,Lazio,Luca,FALSE,TRUE
131887960826264,https://www.facebook.com/131887960826264,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=131887960826264&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Carlo Calenda,Azione,2825,31,"Centre coalition",Azione – Italia Viva,Main Party,Luca,TRUE,TRUE
80761643174,https://www.facebook.com/80761643174,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=80761643174&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Fondazione Umberto Veronesi,Fondazione Umberto Veronesi,2785,75,,--,,,TRUE,TRUE
33327548320,https://www.facebook.com/33327548320,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=33327548320&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Croce Rossa Italiana - Italian Red Cross,Croce Rossa Italiana - Italian Red Cross,2782,1,,--,,,TRUE,TRUE
230554823746067,https://www.facebook.com/230554823746067,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=230554823746067&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Emanuele Monti,Emanuele Monti,2707,31,Centre-right coalition,Lega,Lombardy,Luca,TRUE,FALSE
1382783485324942,https://www.facebook.com/1382783485324942,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=1382783485324942&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,San Miguel,These ads ran without a disclaimer,2698,10,,--,,,TRUE,TRUE
111087784707438,https://www.facebook.com/111087784707438,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=111087784707438&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Lorenzo Pacini,Lorenzo Pacini,2620,61,Centre-left coalition,Pd,Lombardy,Luca,TRUE,FALSE
108488684707444,https://www.facebook.com/108488684707444,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=108488684707444&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Bergamo Brescia 2023,Comitato Bergamo Brescia 2023,2575,38,,--,,,TRUE,FALSE
171795872872353,https://www.facebook.com/171795872872353,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=171795872872353&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,ISPI - Istituto per gli studi di politica internazionale,ISPI - Istituto per gli studi di politica internazionale,2483,24,,--,,,TRUE,TRUE
101158695138594,https://www.facebook.com/101158695138594,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=101158695138594&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,SOS Climate Change,UNHCR,2471,16,,--,,,TRUE,TRUE
1410474395723679,https://www.facebook.com/1410474395723679,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=1410474395723679&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Petizioni.it,Petizioni.it,2469,4,,--,,,TRUE,TRUE
865166100210938,https://www.facebook.com/865166100210938,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=865166100210938&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Bosch Italia,Bosch Italia,2467,22,,--,,,TRUE,TRUE
201484606557114,https://www.facebook.com/201484606557114,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=201484606557114&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Fotovoltaico per Te,Fotovoltaico per Te,2379,15,,--,,,TRUE,TRUE
100111220163064,https://www.facebook.com/100111220163064,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=100111220163064&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Marietta Tidei,Marietta Tidei,2305,40,"Centre coalition",Azione – Italia Viva,Lazio,Luca,FALSE,TRUE
406187203142799,https://www.facebook.com/406187203142799,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=406187203142799&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Luciano Nobili,Luciano Nobili,2270,76,"Centre coalition",Azione – Italia Viva,Lazio,Luca,TRUE,TRUE
159003468086329,https://www.facebook.com/159003468086329,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=159003468086329&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Eugenio Comincini,Eugenio Comincini,2260,28,Centre-left coalition,Pd,Lombardy,Luca,TRUE,FALSE
126662574668084,https://www.facebook.com/126662574668084,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=126662574668084&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Più Europa,Più Europa,2229,9,Centre-left coalition,Più Europa,Main Party,Luca,FALSE,TRUE
