Page ID,Facebook Page,Ad Library,Page name,Disclaimer,Amount spent (EUR),Number of ads in Library,coalition,party,election,coder,Spend Money in Lombardia,Spend Money in Lazio
116768354642328,https://www.facebook.com/116768354642328,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=116768354642328&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Alessandro Spalletta,Morris International Consulting,300,1,Centre-right coalition,Udc,Lazio,Luca,FALSE,TRUE
1.63411E+15,https://www.facebook.com/1.63411E+15,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=1.63411E+15&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Pictet AM Italia,These ads ran without a disclaimer,300,1,,--,,,FALSE,FALSE
617302415083886,https://www.facebook.com/617302415083886,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=617302415083886&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Rosalba Colombo,Rosalba Colombo,298,4,Centre-left coalition,Pd,Lombardy,Fabio,TRUE,FALSE
101047321724796,https://www.facebook.com/101047321724796,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=101047321724796&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Semplicità,Fabrizio Bertoletti,298,30,,--,,,FALSE,FALSE
1953765388272707,https://www.facebook.com/1953765388272707,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=1953765388272707&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Luca Andreassi,Luca Andreassi,295,32,Centre-left coalition,Azione – Italia Viva,Lazio,Luca,FALSE,TRUE
114586503999851,https://www.facebook.com/114586503999851,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=114586503999851&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Rinascerò,rinascero,295,3,,--,,,TRUE,FALSE
1718838531535765,https://www.facebook.com/1718838531535765,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=1718838531535765&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Camilla Laureti,Camilla Laureti,294,3,,--,,,FALSE,FALSE
176891959031175,https://www.facebook.com/176891959031175,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=176891959031175&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Riccardo Pase,Riccardo Pase,293,6,Centre-right coalition,Lega,Lombardy,Fabio,TRUE,FALSE
115750161416702,https://www.facebook.com/115750161416702,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=115750161416702&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Filippo Bongiovanni - Elezioni Regionali Cremona,Filippo Bongiovanni,292,1,Centre-right coalition,Lega,Lombardy,Fabio,TRUE,FALSE
1052386278208093,https://www.facebook.com/1052386278208093,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=1052386278208093&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Pierluigi Riccitelli,Pierluigi Riccitelli,292,20,Centre-left coalition,M5S,Lombardy,Fabio,TRUE,FALSE
1270803046282498,https://www.facebook.com/1270803046282498,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=1270803046282498&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Emanuela Zappone,Emanuela Zappone,290,36,Centre-right coalition,FdI,Lazio,Luca,FALSE,TRUE
205100820237610,https://www.facebook.com/205100820237610,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=205100820237610&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Federbeton,Federbeton,289,2,,--,,,FALSE,FALSE
1637778729816876,https://www.facebook.com/1637778729816876,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=1637778729816876&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Nagorà Laboratorio di Idee,Nagorà Laboratorio di idee,288,12,,--,,,FALSE,FALSE
1420517681335669,https://www.facebook.com/1420517681335669,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=1420517681335669&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Alessandro Dal Ri,Alessandro Dal Ri,287,9,,--,,,FALSE,FALSE
113473753368817,https://www.facebook.com/113473753368817,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=113473753368817&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Luca Malavasi,Luca Malavasi,286,8,"Centre coalition",Azione – Italia Viva,Lombardy,Fab,TRUE,FALSE
173816026723623,https://www.facebook.com/173816026723623,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=173816026723623&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Salvatore La Penna,Salvatore La Penna,286,7,Centre-left coalition,Pd,Lazio,Luca,FALSE,TRUE
1176999669002221,https://www.facebook.com/1176999669002221,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=1176999669002221&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Performer,Performer Srl,285,6,,--,,,FALSE,FALSE
233891776766819,https://www.facebook.com/233891776766819,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=233891776766819&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Specchio dei tempi,Fondazione Specchio dei tempi Onlus,284,3,,--,,,FALSE,FALSE
110221871928266,https://www.facebook.com/110221871928266,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=110221871928266&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Ivan Rota,Ivan Rota,284,7,"Centre coalition",Moratti for President,Lombardy,Fabio,TRUE,FALSE
144252722411260,https://www.facebook.com/144252722411260,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=144252722411260&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Giacomo Possamai,Giacomo Possamai,284,13,,--,,,FALSE,FALSE
101535112411995,https://www.facebook.com/101535112411995,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=101535112411995&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Fai Cisl_Verona,Fai Cisl_Verona,283,12,,--,,,FALSE,FALSE
107925831095647,https://www.facebook.com/107925831095647,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=107925831095647&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Franco Spoto,Franco Spoto,282,37,Centre-right coalition,Forza Italia,Lazio,Luca,FALSE,TRUE
934304406593556,https://www.facebook.com/934304406593556,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=934304406593556&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,ANTER,ANTER,282,1,,--,,,FALSE,FALSE
222403031687114,https://www.facebook.com/222403031687114,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=222403031687114&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,ArciAtea,ArciAtea APS,282,17,,--,,,FALSE,FALSE
1.45153E+15,https://www.facebook.com/1.45153E+15,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=1.45153E+15&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Alba Srl,Alba Srl,281,7,,--,,,FALSE,FALSE
175354470685,https://www.facebook.com/175354470685,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=175354470685&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,ART-ER Attrattività Ricerca Territorio,ART-ER S. cons. p. a.,281,2,,--,,,FALSE,FALSE
486228231540331,https://www.facebook.com/486228231540331,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=486228231540331&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Partito Animalista Italiano,Cristiano Ceriello,281,28,,--,,,FALSE,FALSE
335126483234062,https://www.facebook.com/335126483234062,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=335126483234062&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Maurizio Acerbo,Maurizio Acerbo,279,22,,--,,,FALSE,FALSE
118241586064,https://www.facebook.com/118241586064,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=118241586064&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Fondazione Patrizio Paoletti,Fondazione Patrizio Paoletti,278,4,,--,,,FALSE,FALSE
864692013564177,https://www.facebook.com/864692013564177,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=864692013564177&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Carmela Cassetta,Carmela Cassetta,277,31,Centre-left coalition,Pd,Lazio,Luca,FALSE,TRUE
618013698348617,https://www.facebook.com/618013698348617,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=618013698348617&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Animal Law Italia,Animal Law Italia,275,12,,--,,,FALSE,FALSE
100751688709532,https://www.facebook.com/100751688709532,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=100751688709532&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Emanuele Pinelli,Emanuele Pinelli,275,3,Centre-left coalition,Azione – Italia Viva,Lazio,Luca,FALSE,TRUE
343132907074660,https://www.facebook.com/343132907074660,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=343132907074660&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Villy de Luca,Villy de Luca,275,7,,--,,,FALSE,FALSE
1198302750251842,https://www.facebook.com/1198302750251842,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=1198302750251842&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,The Vision,The Vision,275,16,,--,,,FALSE,FALSE
110133905286633,https://www.facebook.com/110133905286633,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=110133905286633&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Massimo Maugeri,Massimo Maugeri,275,13,Centre-right coalition,Forza Italia,Lombardy,Fabio,TRUE,FALSE
252209364960998,https://www.facebook.com/252209364960998,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=252209364960998&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Tutta un'altra storia - Guidonia,Tuttaunaltrastoria,274,3,Centre-left coalition,Pd,Lazio,Luca,FALSE,TRUE
370557446365305,https://www.facebook.com/370557446365305,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=370557446365305&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Deloitte,Deloitte,273,3,,--,,,FALSE,FALSE
112930235021265,https://www.facebook.com/112930235021265,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=112930235021265&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Lista Civica D'Amato Presidente,Lista Civica D'Amato Presidente,272,22,Centre-left coalition,D'Amato List,Lazio,Fabio,FALSE,TRUE
112930235021265,https://www.facebook.com/112930235021265,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=112930235021265&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Lista Civica D'Amato Presidente,LISTA CIVICA D’AMATO PRESIDENTE,271,2,Centre-left coalition,D'Amato List,Lazio,Fabio,FALSE,TRUE
100354602590593,https://www.facebook.com/100354602590593,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=100354602590593&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Carlo Alberto Tregua,Ediservice srl,270,2,,--,,,FALSE,FALSE
1770652439910647,https://www.facebook.com/1770652439910647,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=1770652439910647&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Laura Corrotti,Laura Corrotti,270,14,Centre-right coalition,FdI,Lazio,Luca,FALSE,TRUE
428689704565685,https://www.facebook.com/428689704565685,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=428689704565685&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Luigi Maccaro,Luigi Maccaro,268,14,Centre-left coalition,Demos,Lazio,Luca,FALSE,TRUE
111267199355882,https://www.facebook.com/111267199355882,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=111267199355882&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,FNM Group,FNM Group,266,12,,--,,,TRUE,FALSE
106246741574789,https://www.facebook.com/106246741574789,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=106246741574789&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Paolo Inselvini,Paolo Inselvini,265,7,Centre-right coalition,FdL,Lombardy,Fabio,TRUE,FALSE
361678077904637,https://www.facebook.com/361678077904637,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=361678077904637&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Anaao Assomed Lombardia,Stefano Magnone,261,5,,--,,,TRUE,FALSE
105968945601853,https://www.facebook.com/105968945601853,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=105968945601853&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Mariateresa Vivaldini Sindaco di Pavone del Mella - BS,Mariateresa Vivaldini,261,8,Centre-right coalition,FdL,Lombardy,Fabio,TRUE,FALSE
104856921232620,https://www.facebook.com/104856921232620,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=104856921232620&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Antonino Salsone,Antonino Salsone,260,5,,--,,,FALSE,FALSE
171630729618786,https://www.facebook.com/171630729618786,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=171630729618786&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Tigros,Tigros,259,2,,--,,,TRUE,FALSE
236739746666589,https://www.facebook.com/236739746666589,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=236739746666589&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Coop Liguria,Coop Liguria,259,12,,--,,,FALSE,FALSE
1545240805698926,https://www.facebook.com/1545240805698926,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=1545240805698926&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Cristian Leccese,Cristian Leccese,257,4,Centre-right coalition,Forza Italia,Lombardy,Fabio,FALSE,TRUE
106239695701504,https://www.facebook.com/106239695701504,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=106239695701504&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Massimo Pesenti,Massimo Pesenti,257,6,"Centre coalition",Azione – Italia Viva,Lombardy,Fab,TRUE,FALSE
267617064117828,https://www.facebook.com/267617064117828,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=267617064117828&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Plastic Free,Plastic Free Odv Onlus,257,4,,--,,,FALSE,FALSE
108100707418309,https://www.facebook.com/108100707418309,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=108100707418309&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Strumenti Politici,Marco Fontana,254,27,,--,,,FALSE,FALSE
48952279043,https://www.facebook.com/48952279043,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=48952279043&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Andrea Mascaretti,Mascaretti Andrea,251,8,,--,,,FALSE,FALSE
104891121410035,https://www.facebook.com/104891121410035,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=104891121410035&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,eXL magazine,iDNA,251,20,,--,,,FALSE,FALSE
588400107853314,https://www.facebook.com/588400107853314,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=588400107853314&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Marco Furfaro,Marco Furfaro,251,3,,--,,,FALSE,FALSE
103808931391041,https://www.facebook.com/103808931391041,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=103808931391041&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Zoeme,Emanuele Menicocci,251,6,,--,,,FALSE,FALSE
710657238945661,https://www.facebook.com/710657238945661,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=710657238945661&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Idea Plast srl,Idea Plast S.R.L.,251,8,,--,,,TRUE,FALSE
108264932122414,https://www.facebook.com/108264932122414,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=108264932122414&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Andrea Ballabio,Andrea Ballabio,251,46,Centre-right coalition,Forza Italia,Lombardy,Fabio,TRUE,FALSE
508421236205622,https://www.facebook.com/508421236205622,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=508421236205622&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,ANAFE - Confindustria,ANAFE - Confindustria,250,2,,--,,,FALSE,TRUE
218671751661739,https://www.facebook.com/218671751661739,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=218671751661739&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Fondazione Villa Maraini,Stefano Spada,249,18,,--,,,FALSE,FALSE
2070661149888125,https://www.facebook.com/2070661149888125,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=2070661149888125&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Eventi Gruppo Hera,These ads ran without a disclaimer,248,2,,--,,,FALSE,FALSE
913264142097841,https://www.facebook.com/913264142097841,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=913264142097841&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Nicolò Govoni,These ads ran without a disclaimer,248,1,,--,,,FALSE,FALSE
195919950450700,https://www.facebook.com/195919950450700,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=195919950450700&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Enercom Luce e Gas,Enercom Luce e Gas,245,5,,--,,,TRUE,FALSE
133572500153943,https://www.facebook.com/133572500153943,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=133572500153943&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Francesco Russo,Francesco Russo,245,3,,--,,,FALSE,FALSE
102357095763264,https://www.facebook.com/102357095763264,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=102357095763264&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,CandidatoPolitico.it,CandidatoPolitico.it,245,11,,--,,,FALSE,FALSE
112689558380968,https://www.facebook.com/112689558380968,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=112689558380968&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Luciano Crea,Francesco Persampieri,244,10,Centre-right coalition,Lista Civica Rocca,Lazio,Luca,FALSE,TRUE
100423149552900,https://www.facebook.com/100423149552900,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=100423149552900&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Avanti Altamura,Avanti Altamura,244,4,,--,,,FALSE,FALSE
103181206011473,https://www.facebook.com/103181206011473,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=103181206011473&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Pierluca Dionisi,Pierluca Dionisi,244,13,Centre-left coalition,Azione – Italia Viva,Lazio,Luca,FALSE,TRUE
70212282110,https://www.facebook.com/70212282110,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=70212282110&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Altroconsumo,These ads ran without a disclaimer,243,1,,--,,,TRUE,TRUE
141957834788,https://www.facebook.com/141957834788,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=141957834788&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,ArciGay Roma,ArciGay Roma,243,1,,--,,,FALSE,TRUE
105697815298,https://www.facebook.com/105697815298,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=105697815298&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Andrea Zanoni,Andrea Zanoni,242,23,,--,,,FALSE,FALSE
884455481592665,https://www.facebook.com/884455481592665,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=884455481592665&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,European People,Marco Parroccini,240,3,,--,,,FALSE,FALSE
105636267811260,https://www.facebook.com/105636267811260,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=105636267811260&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,The Good in Town,The Good in Town,238,17,,--,,,FALSE,FALSE
39595445128,https://www.facebook.com/39595445128,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=39595445128&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Alessandro Capriccioli,Alessandro Capriccioli,237,1,Centre-left coalition,Più Europa Radicali Volt,Lazio,Luca,FALSE,TRUE
1583906838560814,https://www.facebook.com/1583906838560814,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=1583906838560814&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Noi che credevamo,Noi che credevamo,237,13,,--,,,FALSE,FALSE
209676446251009,https://www.facebook.com/209676446251009,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=209676446251009&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Paolo Franco,Paolo Franco,236,22,Centre-right coalition,FdL,Lombardy,Fabio,TRUE,FALSE
100934735949479,https://www.facebook.com/100934735949479,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=100934735949479&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Simone D'Aversa,Simone D'Aversa,236,28,Centre-right coalition,Forza Italia,Lazio,Luca,FALSE,TRUE
167777223281448,https://www.facebook.com/167777223281448,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=167777223281448&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Coop Lombardia,Coop Lombardia,235,6,,--,,,TRUE,FALSE
134171556598030,https://www.facebook.com/134171556598030,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=134171556598030&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Teatro Pubblico Pugliese,Teatro Pubblico Pugliese,234,7,,--,,,FALSE,FALSE
117267824592673,https://www.facebook.com/117267824592673,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=117267824592673&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Diego Accorsi candidato Regione Lombardia,Diego Accorsi,234,16,Centre-right coalition,Lega,Lombardy,Fabio,TRUE,FALSE
