Page ID,,,Page name,Disclaimer,Amount spent (EUR),coalition,party,election,coder
73493613024,https://www.facebook.com/73493613024,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=73493613024&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,ActionAid Italia,ActionAid Italia,4993,,--,,
174668952677211,https://www.facebook.com/174668952677211,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=174668952677211&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Emilio Del Bono,Emilio Del Bono,3851,Centre-left coalition,Pd,Lombardy,Luca
111890004059243,https://www.facebook.com/111890004059243,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=111890004059243&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Paolo Romano,Paolo Romano,3545,Centre-left coalition,Pd,Lombardy,Luca
32750207194,https://www.facebook.com/32750207194,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=32750207194&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Davide Caparini,Davide Caparini,3317,Centre-right coalition,Lega,Lombardy,Luca
104914599153828,https://www.facebook.com/104914599153828,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=104914599153828&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Patto Civico per Majorino Presidente,Patto Civico per Majorino Presidente,3214,Centre-left coalition,Pd,Lombardy,Luca
102572066048606,https://www.facebook.com/102572066048606,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=102572066048606&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Nicola Spadafora - Candidato lista Letizia Moratti Presidente,Comitato Elettorale Nicola Spadafora 2023,3131,"Centre coalition",Azione – Italia Viva,Lombardy,Luca
65737832194,https://www.facebook.com/65737832194,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=65737832194&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Medici Senza Frontiere,Medici Senza Frontiere,2934,,--,,
88997912868,https://www.facebook.com/88997912868,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=88997912868&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,WWF Italia,WWF Italia,2850,,--,,
35346524498,https://www.facebook.com/35346524498,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=35346524498&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Greenpeace Italia,Greenpeace Italia,2652,,--,,
111087784707438,https://www.facebook.com/111087784707438,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=111087784707438&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Lorenzo Pacini,Lorenzo Pacini,2573,Centre-left coalition,Pd,Lombardy,Luca
230554823746067,https://www.facebook.com/230554823746067,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=230554823746067&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Emanuele Monti,Emanuele Monti,2495,Centre-right coalition,Lega,Lombardy,Luca
159003468086329,https://www.facebook.com/159003468086329,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=159003468086329&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Eugenio Comincini,Eugenio Comincini,2259,Centre-left coalition,Pd,Lombardy,Luca
1643562069011200,https://www.facebook.com/1643562069011200,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=1643562069011200&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,La Valle Degli Orti,Frosta,2214,,,,
218066501942820,https://www.facebook.com/218066501942820,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=218066501942820&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Carmine Pacente,DeRev,2116,"Centre coalition",Azione – Italia Viva,Lombardy,Luca
313559438694166,https://www.facebook.com/313559438694166,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=313559438694166&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,VIDAS - Assistenza ai Malati inguaribili,VIDAS - Assistenza ai Malati inguaribili,2083,,--,,
108488684707444,https://www.facebook.com/108488684707444,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=108488684707444&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Bergamo Brescia 2023,Comitato Bergamo Brescia 2023,2014,,--,,
400381673394375,https://www.facebook.com/400381673394375,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=400381673394375&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,CFC - Crisi Fiscale d'Impresa,CFC Legal,1891,,--,,
545138225511184,https://www.facebook.com/545138225511184,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=545138225511184&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Miriam Cominelli,Miriam Cominelli,1881,Centre-left coalition,Pd,Lombardy,Luca
287752571419453,https://www.facebook.com/287752571419453,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=287752571419453&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,GianMarco Senna,Gianmarco Senna,1856,"Centre coalition",Azione – Italia Viva,Lombardy,Luca
68826971281,https://www.facebook.com/68826971281,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=68826971281&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Edison,Edison Spa,1849,,--,,
470337789694227,https://www.facebook.com/470337789694227,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=470337789694227&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Mauro Piazza,Mauro Piazza,1827,Centre-right coalition,Lega,Lombardy,Luca
309840349048638,https://www.facebook.com/309840349048638,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=309840349048638&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,e.on,E.ON Energia,1742,,--,,
160476923996021,https://www.facebook.com/160476923996021,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=160476923996021&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Assolombarda,Assolombarda,1738,,--,,
48677844864,https://www.facebook.com/48677844864,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=48677844864&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Amref Health Africa - Italia,Amref Health Africa - Italia,1714,,--,,
111385701759852,https://www.facebook.com/111385701759852,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=111385701759852&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Presi per i fornelli,Presi per i fornelli,1687,,--,,
169865643624028,https://www.facebook.com/169865643624028,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=169865643624028&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Federico Romani,Federico Romani,1666,Centre-right coalition,FdI,Lombardy,Luca
833593136718760,https://www.facebook.com/833593136718760,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=833593136718760&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Lega Lombarda - Salvini Premier,Lega Lombarda - Salvini Premier,1644,Centre-right coalition,Lega,Main Party,Luca
102550058686598,https://www.facebook.com/102550058686598,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=102550058686598&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Sotto Il Mantello C O V I D - Libro Inchiesta,Sotto il Mantello Covid,1630,,--,,
70212282110,https://www.facebook.com/70212282110,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=70212282110&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Altroconsumo,Altroconsumo,1610,,--,,
576664002355828,https://www.facebook.com/576664002355828,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=576664002355828&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,CIWF Italia,CIWF Italia Onlus,1599,,--,,
39555807821,https://www.facebook.com/39555807821,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=39555807821&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Monica FRASSONI,Monica Frassoni,1595,Centre-left coalition,Majorino Presidente,Lombardy,Luca
800987386900455,https://www.facebook.com/800987386900455,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=800987386900455&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Noi Avvocati,Noi Avvocati - Almost Blue,1587,,--,,
289752771388757,https://www.facebook.com/289752771388757,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=289752771388757&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Culligan Italiana,Culligan Italiana,1573,,--,,
176577435060,https://www.facebook.com/176577435060,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=176577435060&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Diego Invernici,Andrea Benaglio,1438,Centre-right coalition,FdI,Lombardy,Luca
1811177225665334,https://www.facebook.com/1811177225665334,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=1811177225665334&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Enel X,Enel X Italia s.r.l.,1423,,--,,
693492780985618,https://www.facebook.com/693492780985618,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=693492780985618&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,HSI/Italia,HSI/Italia,1420,,--,,
268976423121377,https://www.facebook.com/268976423121377,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=268976423121377&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Essere Animali,Essere Animali,1390,,--,,
72290282428,https://www.facebook.com/72290282428,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=72290282428&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Manfredi Palmeri - Consigliere,Manfredi Palmeri,1387,"Centre coalition",Azione – Italia Viva,Lombardy,Luca
102885128830021,https://www.facebook.com/102885128830021,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=102885128830021&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Jacopo Dozio,Jacopo Dozio,1384,Centre-right coalition,Fontana Presidente,Lombardy,Luca
110633917729454,https://www.facebook.com/110633917729454,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=110633917729454&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Romana Dell'Erba,Romana Dell'Erba,1353,Centre-right coalition,FdI,Lombardy,Luca
199521586745101,https://www.facebook.com/199521586745101,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=199521586745101&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Paola Bocci,Paola Bocci,1335,Centre-left coalition,Pd,Lombardy,Luca
284337928644585,https://www.facebook.com/284337928644585,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=284337928644585&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Letizia Caccavale,Letizia Caccavale,1291,Centre-right coalition,Forza Italia,Lazio,Luca
178362315106,https://www.facebook.com/178362315106,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=178362315106&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,European Parliament,European Parliament,1280,,--,,
103968169809912,https://www.facebook.com/103968169809912,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=103968169809912&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Credem Banca,Finanziato da Credem Banca,1278,,--,,
201950579945937,https://www.facebook.com/201950579945937,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=201950579945937&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Alessandro Fermi,Alessandro Fermi,1201,Centre-right coalition,Lega,Lombardy,Luca
115927026941869,https://www.facebook.com/115927026941869,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=115927026941869&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Chiara Valcepina,Chiara Valcepina,1194,Centre-right coalition,FdI,Lombardy,Luca
550189438365818,https://www.facebook.com/550189438365818,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=550189438365818&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Giorgio Maione,Giorgio Maione,1191,Centre-right coalition,Fontana Presidente,Lombardy,Luca
1657214567845698,https://www.facebook.com/1657214567845698,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=1657214567845698&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,BPER Banca,BPER Banca,1171,,--,,
216492665227532,https://www.facebook.com/216492665227532,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=216492665227532&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Loredana Poli Assessora del Comune di Bergamo,Loredana Poli Assessora del Comune di Bergamo,1156,Centre-left coalition,Majorino Presidente,Lombardy,Luca
100923842886221,https://www.facebook.com/100923842886221,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=100923842886221&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Luca Carignola,Luca Carignola,1136,Centre-left coalition,Pd,Lombardy,Fabio
355710427861591,https://www.facebook.com/355710427861591,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=355710427861591&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Fratelli d'Italia,Fratelli d'Italia,1128,Centre-right coalition,FdI,Main Party,Luca
2188617797870832,https://www.facebook.com/2188617797870832,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=2188617797870832&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Stefania Zambelli,Stefania Zambelli,1068,Centre-right coalition,Lega,Lombardy,Luca
103860079278269,https://www.facebook.com/103860079278269,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=103860079278269&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Lucia Caridi,Emanuele Rosario De Carolis - Mandatario elettorale di Lucia Caridi,1061,Centre coalition ,Azione – Italia Viva,Lombardy,Fabio
554378897906935,https://www.facebook.com/554378897906935,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=554378897906935&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Diana De Marchi,Diana De Marchi,1055,Centre-left coalition,Pd,Lombardy,Fabio
410043459011308,https://www.facebook.com/410043459011308,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=410043459011308&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Fondazione IEO Monzino,Fondazione IEO-MONZINO,1054,,--,,
393607331081025,https://www.facebook.com/393607331081025,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=393607331081025&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Pietro Zappamiglio Sindaco di Gorla Maggiore,Giuseppe Gismondi,1008,Centre-right coalition,Forza Italia,Lombardy,Fabio
398951096899885,https://www.facebook.com/398951096899885,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=398951096899885&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Pietro Virtuani,Pietro Virtuani,1004,Centre-left coalition,Pd,Lombardy,Fabio
48677844864,https://www.facebook.com/48677844864,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=48677844864&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Amref Health Africa - Italia,Amref Health Africa,974,,--,,
1014207595271736,https://www.facebook.com/1014207595271736,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=1014207595271736&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Azione contro la Fame Italia,Azione contro la Fame Italia,972,,--,,
204992449704560,https://www.facebook.com/204992449704560,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=204992449704560&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Marco Carra,Marco Carra,946,Centre-left coalition,Pd,Lombardy,Fabio
257190787762428,https://www.facebook.com/257190787762428,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=257190787762428&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Simone Negri,Simone Negri,937,Centre-left coalition,Pd,Lombardy,Fabio
210698732292229,https://www.facebook.com/210698732292229,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=210698732292229&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Samuele Piscina,Samuele Piscina,925,Centre-right coalition,Lega,Lombardy,Fabio
264302983606606,https://www.facebook.com/264302983606606,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=264302983606606&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Stefano Bonaccini,Stefano Bonaccini,924,,--,,
304156473074256,https://www.facebook.com/304156473074256,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=304156473074256&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Niccolò Carretta,Niccolò Carretta,891,Centre coalition,Azione,Lombardy,Luca
111371225184803,https://www.facebook.com/111371225184803,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=111371225184803&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Fiorello Cortiana in Regione Lombardia,Fiorello Cortiana,888,"Centre coalition",Moratti for President,Lombardy,Fabio
574979475978143,https://www.facebook.com/574979475978143,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=574979475978143&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Federica Epis - Lega Salvini Lombardia,Federica Epis - Lega Salvini Lombardia,888,Centre-right coalition,Lega,Lombardy,Fabio
113071918732530,https://www.facebook.com/113071918732530,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=113071918732530&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Animal Equality Italia,Animal Equality Italia,869,,--,,
579798038791266,https://www.facebook.com/579798038791266,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=579798038791266&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Frosta Italia,Frosta,862,,--,,
91261353336,https://www.facebook.com/91261353336,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=91261353336&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Terre des Hommes Italia,Terre des Hommes Italia,862,,--,,
251389298296527,https://www.facebook.com/251389298296527,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=251389298296527&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Randstad Italia,Randstad Italia Spa,851,,--,,
1720862831459638,https://www.facebook.com/1720862831459638,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=1720862831459638&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Pietro Marrapodi,Pietro Marrapodi,843,Centre-right coalition,Lega,Lombardy,Fabio
634243093317092,https://www.facebook.com/634243093317092,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=634243093317092&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Amoro srl,Amoro Srl,837,,--,,
1100025470177000,https://www.facebook.com/1100025470177000,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=1100025470177000&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Claudia Mazzetti,Claudia Mazzetti,821,Centre-right coalition,Lega,Lombardy,Fabio
150200761667597,https://www.facebook.com/150200761667597,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=150200761667597&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Oxfam Italia,Oxfam Italia,821,,--,,
220337314831269,https://www.facebook.com/220337314831269,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=220337314831269&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Elisabetta Fedegari,Elisabetta Fedegari,793,Centre-right coalition,FdL,Lombardy,Fabio
