Page ID,,,Page name,Disclaimer,Amount spent (EUR),coalition,party,election,coder
92505448987,https://www.facebook.com/92505448987,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=92505448987&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,CGIL Confederazione Generale Italiana del Lavoro,CGIL Confederazione Generale Italiana del Lavoro,299,,--,,
104510152538381,https://www.facebook.com/104510152538381,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=104510152538381&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Giulia Crivellini,Radicali Italiani,298,Centre-left coalition,Radicali,Lombardy,Fabio
617302415083886,https://www.facebook.com/617302415083886,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=617302415083886&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Rosalba Colombo,Rosalba Colombo,298,Centre-left coalition,Pd,Lombardy,Fabio
182631478421403,https://www.facebook.com/182631478421403,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=182631478421403&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Rio Mare,Bolton Food,298,,--,,
389475544821858,https://www.facebook.com/389475544821858,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=389475544821858&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Claudia Carzeri,Claudia Carzeri,296,Centre-right coalition,Forza Italia,Lombardy,Fabio
114586503999851,https://www.facebook.com/114586503999851,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=114586503999851&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Rinascerò,rinascero,295,,--,,
109491080460389,https://www.facebook.com/109491080460389,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=109491080460389&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Bambine Non Spose,WeWorld Onlus,294,,--,,
115750161416702,https://www.facebook.com/115750161416702,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=115750161416702&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Filippo Bongiovanni - Elezioni Regionali Cremona,Filippo Bongiovanni,292,Centre-right coalition,Lega,Lombardy,Fabio
472230402834813,https://www.facebook.com/472230402834813,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=472230402834813&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Marco Meloro,Marco Meloro,292,Centre-right coalition,FdL,Lombardy,Fabio
201484606557114,https://www.facebook.com/201484606557114,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=201484606557114&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Fotovoltaico per Te,Fotovoltaico per Te,287,,--,,
1052386278208093,https://www.facebook.com/1052386278208093,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=1052386278208093&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Pierluigi Riccitelli,Pierluigi Riccitelli,287,Centre-left coalition,M5S,Lombardy,Fabio
101676326162613,https://www.facebook.com/101676326162613,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=101676326162613&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,GabrieleGallina,Donato Sanchirico,284,Centre-right coalition,Forza Italia,Lombardy,Fabio
110221871928266,https://www.facebook.com/110221871928266,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=110221871928266&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Ivan Rota,Ivan Rota,284,"Centre coalition",Moratti for President,Lombardy,Fabio
2794426070573094,https://www.facebook.com/2794426070573094,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=2794426070573094&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Up2You,Up2You,281,,--,,
104544555621560,https://www.facebook.com/104544555621560,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=104544555621560&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Ewiva,Andrea Manchisi,280,,--,,
1410474395723679,https://www.facebook.com/1410474395723679,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=1410474395723679&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Petizioni.it,Petizioni.it,279,,--,,
667483386685540,https://www.facebook.com/667483386685540,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=667483386685540&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Silvia Sardone,Silvia Sardone,277,Centre-right coalition,Lega,Main Party,Luca
110327701926480,https://www.facebook.com/110327701926480,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=110327701926480&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,IoCambio,io Cambio,275,,--,,
111267199355882,https://www.facebook.com/111267199355882,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=111267199355882&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,FNM Group,FNM Group,266,,--,,
174312339435062,https://www.facebook.com/174312339435062,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=174312339435062&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Alternativa Popolare,Alternativa Popolare,262,Centre-right coalition,Alternativa Popolare,Main Party,Fabio
106246741574789,https://www.facebook.com/106246741574789,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=106246741574789&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Paolo Inselvini,Paolo Inselvini,261,Centre-right coalition,FdL,Lombardy,Fabio
105968945601853,https://www.facebook.com/105968945601853,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=105968945601853&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Mariateresa Vivaldini Sindaco di Pavone del Mella - BS,Mariateresa Vivaldini,261,Centre-right coalition,FdL,Lombardy,Fabio
269909651698,https://www.facebook.com/269909651698,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=269909651698&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Istituto Oikos Onlus,Istituto Oikos Onlus,258,,--,,
110133905286633,https://www.facebook.com/110133905286633,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=110133905286633&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Massimo Maugeri,Massimo Maugeri,255,Centre-right coalition,Forza Italia,Lombardy,Fabio
8792700660,https://www.facebook.com/8792700660,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=8792700660&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Istituto Bruno Leoni,Istituto Bruno Leoni,254,,--,,
176891959031175,https://www.facebook.com/176891959031175,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=176891959031175&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Riccardo Pase,Riccardo Pase,251,Centre-right coalition,Lega,Lombardy,Fabio
108264932122414,https://www.facebook.com/108264932122414,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=108264932122414&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Andrea Ballabio,Andrea Ballabio,251,Centre-right coalition,Forza Italia,Lombardy,Fabio
106239695701504,https://www.facebook.com/106239695701504,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=106239695701504&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Massimo Pesenti,Massimo Pesenti,250,"Centre coalition",Azione – Italia Viva,Lombardy,Fab
219708888198414,https://www.facebook.com/219708888198414,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=219708888198414&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Fondazione Giangiacomo Feltrinelli,Fondazione Giangiacomo Feltrinelli,249,,--,,
453751868072095,https://www.facebook.com/453751868072095,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=453751868072095&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,W la Dislessia,AllenaMente Società Cooperativa Sociale,245,,--,,
102808527862361,https://www.facebook.com/102808527862361,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=102808527862361&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Uniti per la Siria,WeWorld Onlus,241,,--,,
167777223281448,https://www.facebook.com/167777223281448,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=167777223281448&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Coop Lombardia,Coop Lombardia,235,,--,,
136888059662453,https://www.facebook.com/136888059662453,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=136888059662453&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Mani Tese Ong Onlus,Mani Tese Ong Onlus,235,,--,,
117267824592673,https://www.facebook.com/117267824592673,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=117267824592673&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Diego Accorsi candidato Regione Lombardia,Diego Accorsi,234,Centre-right coalition,Lega,Lombardy,Fabio
171630729618786,https://www.facebook.com/171630729618786,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=171630729618786&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Tigros,Tigros,232,,,,
107795544958817,https://www.facebook.com/107795544958817,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=107795544958817&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Serena Masi - Consigliera del Municipio 9 Milano,Serena Masi,231,Centre-left coalition,Civic Pact,Lombardy,Fabio
143185232391413,https://www.facebook.com/143185232391413,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=143185232391413&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Il Sole 24 ORE - Immobili e Condominio,Il Sole 24 ORE - Immobili e Condominio,231,,--,,
1209359069240051,https://www.facebook.com/1209359069240051,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=1209359069240051&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Milano In Azione,Milano In Azione,231,"Centre coalition",Azione – Italia Viva,Lombardy,Fab
470320123103435,https://www.facebook.com/470320123103435,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=470320123103435&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,NOW,Mariaenrica Barile,231,,--,,
1520999751563200,https://www.facebook.com/1520999751563200,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=1520999751563200&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Gruppo CAP,Gruppo CAP,225,,--,,
112814081688797,https://www.facebook.com/112814081688797,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=112814081688797&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Vincenzo Orlandino,Vincenzo Orlandino,225,Centre-left coalition,Civic Pact,Lombardy,Fabio
116716651695782,https://www.facebook.com/116716651695782,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=116716651695782&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Silvio Berlusconi,Forza Italia,224,Centre-right coalition,Forza Italia,Main party,Fabio
362736877172156,https://www.facebook.com/362736877172156,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=362736877172156&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Andrea Monti,Andrea Monti,223,Centre-right coalition,Lega,Lombardy,Fabio
675259119188377,https://www.facebook.com/675259119188377,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=675259119188377&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Emma Soncini,Emma Soncini,219,Centre-right coalition,FdL,Lombardy,Fabio
567523263270984,https://www.facebook.com/567523263270984,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=567523263270984&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Giovani Democratici Milano,Giovani Democratici Milano,217,Centre-left coalition,Pd,Lombardy,Fabio
114002028242191,https://www.facebook.com/114002028242191,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=114002028242191&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Loredana Mariani,Loredana Mariani,214,"Centre coalition",Moratti for President,Lombardy,Fabio
108068402176867,https://www.facebook.com/108068402176867,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=108068402176867&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Isabella Girgi,Isabella Girgi,213,Centre-right coalition,Lega,Lombardy,Fabio
270684156799018,https://www.facebook.com/270684156799018,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=270684156799018&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Gigliola Spelzini - Consigliere Regione Lombardia,Gigliola Spelzini,212,,--,,
102000366519353,https://www.facebook.com/102000366519353,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=102000366519353&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,EIPASS,Certipass srl,212,,--,,
100694031420557,https://www.facebook.com/100694031420557,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=100694031420557&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Mara Ghidorzi X Unione Popolare,Mara Ghidorzi,212,UP,UP,Lombardy,Fab
446845775465303,https://www.facebook.com/446845775465303,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=446845775465303&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Con Mangano X Treviglio,Con Mangano X Treviglio,209,Centre-right coalition,Fontana Presidente,Lombardy,Fabio
104412609087681,https://www.facebook.com/104412609087681,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=104412609087681&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Francesco Ascioti,Francesco Ascioti,208,"Centre coalition",Azione – Italia Viva,Lombardy,Fab
103275195988916,https://www.facebook.com/103275195988916,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=103275195988916&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Walter Cecchin,Walter Cecchin,206,Centre-left coalition,Civic Pact,Lombardy,Fabio
378568295634789,https://www.facebook.com/378568295634789,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=378568295634789&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Il Sole 24 ORE - Fisco,Il Sole 24 ORE - Fisco,206,,--,,
361678077904637,https://www.facebook.com/361678077904637,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=361678077904637&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Anaao Assomed Lombardia,Stefano Magnone,201,,--,,
142331079621154,https://www.facebook.com/142331079621154,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=142331079621154&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,RESET,RESET S.r.l.,201,,--,,
209676446251009,https://www.facebook.com/209676446251009,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=209676446251009&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Paolo Franco,Paolo Franco,200,Centre-right coalition,FdL,Lombardy,Fabio
101898776545732,https://www.facebook.com/101898776545732,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=101898776545732&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Inapp,INAPP Istituto Nazionale per l’Analisi delle Politiche Pubbliche,199,,--,,
110009687594619,https://www.facebook.com/110009687594619,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=110009687594619&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Edoardo Casati - Candidato consigliere regionale,Edoardo Casati,198,UP,UP,Lombardy,Fab
113473753368817,https://www.facebook.com/113473753368817,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=113473753368817&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Luca Malavasi,Luca Malavasi,198,"Centre coalition",Azione – Italia Viva,Lombardy,Fab
819612181536318,https://www.facebook.com/819612181536318,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=819612181536318&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Arcore in Bacheca,ImmaginArcore Lista Civica,194,,--,,
102507372741496,https://www.facebook.com/102507372741496,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=102507372741496&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,"Lorenzo Riva ""Per contare di più insieme""",Giacomo Riva,192,"Centre coalition",Azione – Italia Viva,Lombardy,Fabio
104907528983804,https://www.facebook.com/104907528983804,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=104907528983804&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Forza Italia Mantova,Forza Italia Mantova,192,Centre-right coalition,Forza Italia,Lombardy,Fabio
168026487115699,https://www.facebook.com/168026487115699,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=168026487115699&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Paolo Micheli,Paolo Micheli,191,,--,,
232017336910584,https://www.facebook.com/232017336910584,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=232017336910584&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Rivista Il Borghese,Casa Editrice Pagine,190,,--,,
111832208899724,https://www.facebook.com/111832208899724,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=111832208899724&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Il Sole 24 ORE - Diritto24,Il Sole 24 ORE - Diritto24,189,,--,,
100512382575024,https://www.facebook.com/100512382575024,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=100512382575024&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Associazione Tutela Escursionisti e Scialpinisti,Pierpaolo Mori,189,,--,,
105922852389796,https://www.facebook.com/105922852389796,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=105922852389796&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Ivano Riva,Ivano Riva,188,Centre-left coalition,Pd,Lombardy,Fabio
1574941869410381,https://www.facebook.com/1574941869410381,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=1574941869410381&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Biblion edizioni,Biblion Edizioni,187,,--,,
150144325048677,https://www.facebook.com/150144325048677,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=150144325048677&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Il Sole 24 ORE - Enti locali e Edilizia,Il Sole 24 ORE - Enti locali e Edilizia,186,,--,,
380164962524472,https://www.facebook.com/380164962524472,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=380164962524472&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Simona Tironi,Simona Tironi,186,Centre-right coalition,Forza Italia,Lombardy,Fabio
153574674705426,https://www.facebook.com/153574674705426,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=153574674705426&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,AVSI,AVSI,185,,--,,
406187203142799,https://www.facebook.com/406187203142799,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=406187203142799&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Luciano Nobili,Luciano Nobili,185,"Centre coalition",Azione – Italia Viva,Lazio,Luca
106199837902239,https://www.facebook.com/106199837902239,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=106199837902239&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Innesti,Caviro sca,185,,--,,
150301155010350,https://www.facebook.com/150301155010350,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=150301155010350&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Intersos,Intersos,184,,--,,
673109029772554,https://www.facebook.com/673109029772554,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=673109029772554&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Marco Campomenosi,Marco Campomenosi,184,,--,,
622450334886617,https://www.facebook.com/622450334886617,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=622450334886617&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Fondazione Policlinico Universitario Agostino Gemelli IRCCS,Fondazione Policlinico Universitario Agostino Gemelli IRCCS,183,,--,,
104701882514744,https://www.facebook.com/104701882514744,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=104701882514744&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Alessandro Macchi,Alessandro Macchi,182,Centre-left coalition,Civic Pact,Lombardy,Fabio
327206494514648,https://www.facebook.com/327206494514648,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=327206494514648&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Marco Fumagalli M5S Lombardia,Marco Maria Fumagalli,181,Centre-left coalition,M5S,Lombardy,Fabio
435576253166208,https://www.facebook.com/435576253166208,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=435576253166208&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,PD Sesto San Giovanni,PD Sesto San Giovanni,180,Centre-left coalition,Pd,Lombardy,Fabio
107563312235420,https://www.facebook.com/107563312235420,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=107563312235420&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Silvia Maullu,Silvia Maullu,177,Centre-right coalition,FdL,Lombardy,Fabio
1407611202880768,https://www.facebook.com/1407611202880768,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=1407611202880768&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Raffaele Cucchi,Dario Quieti,176,Centre-right coalition,Lega,Lombardy,Fabio
111156131881304,https://www.facebook.com/111156131881304,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=111156131881304&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Alberto Maria Pilotto - La Lombardia sul serio con Moratti,Alberto Maria Pilotto,173,"Centre coalition",Azione – Italia Viva,Lombardy,Fabio
162764457111560,https://www.facebook.com/162764457111560,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IT&view_all_page_id=162764457111560&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Dynamo Camp,Fondazione Dynamo Camp Onlus,172,,--,,
